,name,company,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1338,Maruti Alto 800,Maruti,2018,275000,35000,Petrol,Individual,Manual,First Owner
1339,Hyundai i20 Asta,Hyundai,2016,580000,57000,Diesel,Individual,Manual,First Owner
1340,Maruti Swift Dzire,Maruti,2015,375000,70000,Petrol,Individual,Manual,First Owner
1341,Maruti Wagon R,Maruti,2015,229999,100000,Petrol,Individual,Manual,Third Owner
1342,Maruti Alto LX,Maruti,2010,110000,88000,Petrol,Individual,Manual,Second Owner
1343,Maruti Swift Dzire,Maruti,2017,600000,60000,Diesel,Individual,Manual,First Owner
1344,Maruti A-Star Vxi,Maruti,2009,120000,76000,Petrol,Individual,Manual,Second Owner
1345,Ford Figo Diesel,Ford,2010,200000,100000,Diesel,Individual,Manual,Second Owner
1346,Hyundai Verna 1.6,Hyundai,2012,450000,110000,Diesel,Individual,Manual,Second Owner
1347,Hyundai Verna 1.6,Hyundai,2012,550000,80000,Diesel,Individual,Manual,Second Owner
1348,Maruti Alto LX,Maruti,2012,220000,80000,Petrol,Individual,Manual,Second Owner
1349,Maruti 800 EX,Maruti,2001,40000,30000,Petrol,Individual,Manual,First Owner
1350,Renault KWID Climber,Renault,2017,300000,20000,Petrol,Individual,Automatic,First Owner
1351,Mahindra Bolero Power,Mahindra,2018,630000,40000,Diesel,Individual,Manual,First Owner
1352,Maruti Swift Dzire,Maruti,2017,610000,40000,Diesel,Individual,Manual,Second Owner
1353,Hyundai Xcent 1.2,Hyundai,2019,660000,7000,Petrol,Individual,Manual,Second Owner
1354,Maruti Wagon R,Maruti,2012,220000,80000,LPG,Individual,Manual,Second Owner
1355,Nissan Micra Diesel,Nissan,2011,138000,90000,Diesel,Individual,Manual,Second Owner
1356,Nissan Micra Diesel,Nissan,2013,210000,13770,Diesel,Individual,Manual,First Owner
1357,Maruti Zen LXi,Maruti,2005,125000,34000,Petrol,Dealer,Manual,First Owner
1358,Maruti Alto LXi,Maruti,2008,125000,102000,Petrol,Dealer,Manual,First Owner
1359,Honda City i,Honda,2014,725000,110000,Diesel,Individual,Manual,First Owner
1360,Maruti Alto K10,Maruti,2011,170000,90000,Petrol,Individual,Manual,Second Owner
1361,Toyota Innova 2.5,Toyota,2015,1200000,70000,Diesel,Individual,Manual,Third Owner
1362,Maruti Wagon R,Maruti,2003,70000,90000,Petrol,Individual,Manual,Second Owner
1363,Maruti Alto LXi,Maruti,2007,100000,70000,Petrol,Individual,Manual,Second Owner
1364,Honda Civic 1.8,Honda,2006,300000,80000,Petrol,Individual,Manual,Second Owner
1365,Maruti Swift VDI,Maruti,2013,450000,100000,Diesel,Individual,Manual,Second Owner
1366,Maruti Swift Dzire,Maruti,2015,530000,100000,Diesel,Individual,Manual,First Owner
1367,Maruti Zen Estilo,Maruti,2007,100000,143000,Petrol,Individual,Manual,Third Owner
1368,Honda City 1.5,Honda,2010,350000,115000,Petrol,Individual,Manual,Second Owner
1369,Tata Manza ELAN,Tata,2011,165000,100000,Diesel,Individual,Manual,Second Owner
1370,Maruti Swift Dzire,Maruti,2019,475000,120000,Diesel,Individual,Manual,Second Owner
1371,Mahindra Xylo E4,Mahindra,2013,350000,42000,Diesel,Individual,Manual,First Owner
1372,Renault KWID RXL,Renault,2016,229999,38000,Petrol,Individual,Manual,First Owner
1373,Honda WR-V i-DTEC,Honda,2018,800000,35000,Diesel,Individual,Manual,First Owner
1374,Maruti Swift Dzire,Maruti,2014,475000,120000,Diesel,Individual,Manual,Second Owner
1375,Nissan Terrano XL,Nissan,2014,425000,136906,Diesel,Individual,Manual,First Owner
1376,Maruti Ciaz VDi,Maruti,2015,660000,97000,Diesel,Individual,Manual,Second Owner
1377,Honda Amaze S,Honda,2019,610000,10000,Petrol,Individual,Automatic,First Owner
1378,Honda Brio S,Honda,2013,240000,50000,Petrol,Individual,Manual,Third Owner
1379,Maruti Esteem Lxi,Maruti,2005,70000,60000,Petrol,Individual,Manual,Second Owner
1380,Toyota Corolla Altis,Toyota,2011,550000,120000,Diesel,Individual,Manual,First Owner
1381,Tata Indica Vista,Tata,2010,100000,120000,Petrol,Individual,Manual,Second Owner
1382,Mahindra Bolero SLE,Mahindra,2010,350000,90000,Diesel,Individual,Manual,Second Owner
1383,Hyundai EON Era,Hyundai,2013,200000,120000,Petrol,Individual,Manual,First Owner
1384,Hyundai Elite i20,Hyundai,2019,720000,3000,Petrol,Individual,Automatic,First Owner
1385,Maruti Ritz VDi,Maruti,2014,350000,133000,Diesel,Individual,Manual,First Owner
1386,Maruti Wagon R,Maruti,2016,400000,25000,Petrol,Individual,Manual,First Owner
1387,Hyundai i20 Active,Hyundai,2017,570000,35000,Petrol,Individual,Manual,First Owner
1388,Maruti Omni MPI,Maruti,2015,130000,70000,Petrol,Individual,Manual,First Owner
1389,Maruti Alto 800,Maruti,2016,210000,52000,Petrol,Individual,Manual,First Owner
1390,Hyundai Creta 1.4,Hyundai,2018,800000,52000,Diesel,Individual,Manual,First Owner
1391,Honda Jazz 1.5,Honda,2017,700000,39000,Diesel,Individual,Manual,First Owner
1392,Tata Indica Vista,Tata,2011,200000,28689,Diesel,Individual,Manual,First Owner
1393,Tata Aria Pure,Tata,2014,495000,90000,Diesel,Individual,Manual,Second Owner
1394,Ford Fiesta Classic,Ford,2014,325000,80322,Diesel,Dealer,Manual,First Owner
1395,Ford Freestyle Trend,Ford,2019,650000,8000,Petrol,Individual,Manual,First Owner
1396,Mahindra Jeep MM,Mahindra,2000,155000,50000,Diesel,Individual,Manual,Second Owner
1397,Maruti 800 AC,Maruti,2007,75000,90000,Petrol,Individual,Manual,Second Owner
1398,Hyundai Grand i10,Hyundai,2015,350000,61658,Diesel,Dealer,Manual,First Owner
1399,Maruti Zen Estilo,Maruti,2010,90000,50000,Petrol,Individual,Manual,Third Owner
1400,Maruti Ertiga SHVS,Maruti,2016,600000,80000,Diesel,Individual,Manual,First Owner
1401,Mahindra Scorpio SLE,Mahindra,2010,400000,185000,Diesel,Individual,Manual,First Owner
1402,Maruti Swift VDI,Maruti,2014,370000,57000,Diesel,Individual,Manual,Second Owner
1403,Maruti 800 DX,Maruti,2000,50000,60000,Petrol,Individual,Manual,First Owner
1404,Honda City 1.5,Honda,2004,125000,120000,Petrol,Individual,Manual,Second Owner
1405,Honda CR-V Diesel,Honda,2018,1800000,26000,Diesel,Individual,Automatic,First Owner
1406,Hyundai Grand i10,Hyundai,2019,650000,20000,Petrol,Individual,Automatic,First Owner
1407,Maruti Ertiga BSIV,Maruti,2017,800000,30600,Petrol,Individual,Automatic,First Owner
1408,Volkswagen Polo 1.0,Volkswagen,2020,802000,5000,Petrol,Individual,Manual,First Owner
1409,Audi A4 35,Audi,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner
1410,Hyundai Xcent 1.1,Hyundai,2016,430000,35000,Diesel,Individual,Manual,First Owner
1411,Hyundai Verna 1.6,Hyundai,2017,650000,23000,Petrol,Individual,Manual,First Owner
1412,Mahindra Scorpio 2.6,Mahindra,2004,170000,120000,Diesel,Individual,Manual,First Owner
1413,Skoda Superb Elegance,Skoda,2011,450000,235000,Diesel,Individual,Automatic,First Owner
1414,Maruti Alto 800,Maruti,2013,250000,87000,Petrol,Individual,Manual,First Owner
1415,Ford Ecosport 1.0,Ford,2014,550000,72000,Petrol,Individual,Manual,Second Owner
1416,Jaguar XF 3.0,Jaguar,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner
1417,Maruti Zen Estilo,Maruti,2007,140000,100000,Petrol,Individual,Manual,Second Owner
1418,Chevrolet Beat LT,Chevrolet,2012,155000,12000,Petrol,Individual,Manual,First Owner
1419,Hyundai Accent Executive,Hyundai,2010,120000,67000,Petrol,Individual,Manual,Third Owner
1420,Toyota Innova 2.5,Toyota,2012,287000,70000,Diesel,Individual,Manual,First Owner
1421,Maruti Baleno Alpha,Maruti,2016,675000,60000,Diesel,Individual,Manual,First Owner
1422,Hyundai i10 Magna,Hyundai,2011,235000,74500,Petrol,Individual,Manual,Second Owner
1423,Hyundai i20 1.4,Hyundai,2011,300000,118700,Diesel,Individual,Manual,Second Owner
1424,Nissan Micra XL,Nissan,2015,434999,40000,Petrol,Individual,Automatic,Second Owner
1425,Mahindra Scorpio VLX,Mahindra,2004,225000,223660,Diesel,Individual,Automatic,Third Owner
1426,Toyota Corolla AE,Toyota,2006,160000,140000,Petrol,Individual,Manual,Second Owner
1427,Hyundai Grand i10,Hyundai,2020,600000,5000,Petrol,Individual,Manual,First Owner
1428,Chevrolet Tavera Neo,Chevrolet,2016,470000,100000,Diesel,Individual,Manual,Second Owner
1429,Maruti Swift Dzire,Maruti,2011,300000,100000,Petrol,Individual,Manual,Second Owner
1430,Maruti Baleno Delta,Maruti,2018,600000,2000,Petrol,Individual,Manual,First Owner
1431,Hyundai Grand i10,Hyundai,2020,640000,4000,Petrol,Individual,Automatic,First Owner
1432,Tata Indica DLS,Tata,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
1433,Hyundai Verna 1.6,Hyundai,2015,600000,35000,Petrol,Individual,Manual,First Owner
1434,Hyundai i10 Magna,Hyundai,2014,290000,29000,LPG,Individual,Manual,First Owner
1435,Hyundai Verna 1.6,Hyundai,2015,600000,30000,Petrol,Individual,Manual,First Owner
1436,Tata Manza Aqua,Tata,2012,190000,120000,Diesel,Individual,Manual,First Owner
1437,Hyundai i10 Era,Hyundai,2008,160000,110000,Petrol,Individual,Manual,Third Owner
1438,Maruti Alto K10,Maruti,2017,325000,15000,Petrol,Individual,Manual,First Owner
1439,Mahindra Bolero DI,Mahindra,2006,200000,73756,Diesel,Individual,Manual,First Owner
1440,Toyota Fortuner 2.8,Toyota,2018,2800000,40000,Diesel,Individual,Automatic,First Owner
1441,Chevrolet Spark 1.0,Chevrolet,2011,125000,60000,Petrol,Individual,Manual,Third Owner
1442,Hyundai i10 Magna,Hyundai,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
1443,Hyundai i20 Asta,Hyundai,2015,550000,90000,Diesel,Individual,Manual,First Owner
1444,Maruti Wagon R,Maruti,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner
1445,Maruti 800 AC,Maruti,2002,80000,70000,Petrol,Individual,Manual,Second Owner
1446,Toyota Etios Cross,Toyota,2015,500000,80000,Diesel,Individual,Manual,Second Owner
1447,Renault KWID RXT,Renault,2019,250000,27000,Petrol,Individual,Manual,First Owner
1448,Mahindra XUV500 W8,Mahindra,2012,580000,70000,Diesel,Individual,Manual,First Owner
1449,Daewoo Matiz SD,Daewoo,2002,60000,50000,Petrol,Individual,Manual,First Owner
1450,Toyota Etios GD,Toyota,2012,300000,185000,Diesel,Individual,Manual,First Owner
1451,Ford Figo Diesel,Ford,2014,200000,90000,Diesel,Individual,Manual,Second Owner
1452,Tata Hexa XT,Tata,2017,1200000,16400,Diesel,Individual,Manual,First Owner
1453,Toyota Etios Cross,Toyota,2015,350000,80000,Diesel,Individual,Manual,Second Owner
1454,Mahindra XUV500 W8,Mahindra,2012,600000,80000,Diesel,Individual,Manual,Second Owner
1455,Honda Jazz V,Honda,2019,650000,4000,Petrol,Individual,Manual,First Owner
1456,Maruti A-Star Lxi,Maruti,2008,120000,40000,Petrol,Individual,Manual,First Owner
1457,Tata New Safari,Tata,2010,180000,120000,Diesel,Individual,Manual,Second Owner
1458,Hyundai Verna VTVT,Hyundai,2018,950000,41395,Petrol,Individual,Automatic,First Owner
1459,Tata Manza Aura,Tata,2012,250999,35000,Diesel,Individual,Manual,Second Owner
1460,Skoda Laura Ambiente,Skoda,2012,385000,52000,Diesel,Dealer,Manual,First Owner
1461,Audi A8 L,Audi,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner
1462,Chevrolet Beat LT,Chevrolet,2013,165000,50000,Petrol,Individual,Manual,First Owner
1463,Hyundai Elantra SX,Hyundai,2015,700000,48000,Petrol,Dealer,Manual,First Owner
1464,Mahindra XUV500 W8,Mahindra,2015,750000,53000,Diesel,Dealer,Manual,First Owner
1465,Mahindra Renault Logan,Mahindra,2008,89999,213000,Diesel,Individual,Manual,First Owner
1466,Datsun redi-GO AMT,Datsun,2018,290000,15000,Petrol,Dealer,Automatic,First Owner
1467,Tata Nano Cx,Tata,2014,45000,7000,Petrol,Individual,Manual,Second Owner
1468,Skoda Superb Ambition,Skoda,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
1469,Nissan Terrano XL,Nissan,2015,530000,55000,Diesel,Dealer,Manual,First Owner
1470,BMW X1 sDrive20d,BMW,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner
1471,Chevrolet Enjoy TCDi,Chevrolet,2014,325000,71014,Diesel,Dealer,Manual,First Owner
1472,Honda Amaze S,Honda,2015,400000,60000,Diesel,Dealer,Manual,First Owner
1473,Mahindra KUV 100,Mahindra,2017,380000,71000,Diesel,Dealer,Manual,First Owner
1474,Honda City i-VTEC,Honda,2016,750000,45000,Petrol,Dealer,Automatic,First Owner
1475,Honda Brio VX,Honda,2017,390000,45000,Petrol,Dealer,Manual,First Owner
1476,Maruti Alto LXi,Maruti,2009,110000,20000,Petrol,Individual,Manual,First Owner
1477,MG Hector Sharp,MG,2019,1825000,14000,Diesel,Dealer,Manual,First Owner
1478,Audi A4 35,Audi,2019,3256000,17000,Diesel,Dealer,Automatic,First Owner
1479,Renault Scala Diesel,Renault,2015,370000,60000,Diesel,Dealer,Manual,First Owner
1480,Chevrolet Beat Diesel,Chevrolet,2013,210000,80000,Diesel,Individual,Manual,Second Owner
1481,Skoda Laura Ambiente,Skoda,2007,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner
1482,Hyundai Verna 1.6,Hyundai,2012,575000,89550,Diesel,Individual,Manual,Second Owner
1483,Mahindra Xylo D4,Mahindra,2010,320000,90000,Diesel,Individual,Manual,Third Owner
1484,Maruti Swift Ldi,Maruti,2010,280000,149500,Diesel,Individual,Manual,Third Owner
1485,Renault Duster 85PS,Renault,2013,500000,190000,Diesel,Individual,Manual,Second Owner
1486,Ford Fiesta Diesel,Ford,2013,380000,83000,Diesel,Dealer,Manual,First Owner
1487,Maruti 800 AC,Maruti,2005,120000,20000,Petrol,Individual,Manual,Second Owner
1488,Maruti Eeco 5,Maruti,2018,395000,20000,Petrol,Individual,Manual,First Owner
1489,Skoda Laura 1.9,Skoda,2010,360000,160000,Diesel,Individual,Manual,First Owner
1490,Nissan Terrano XL,Nissan,2015,451000,100000,Diesel,Individual,Manual,First Owner
1491,Chevrolet Spark 1.0,Chevrolet,2010,175000,45000,Petrol,Individual,Manual,Second Owner
1492,Chevrolet Spark 1.0,Chevrolet,2009,170000,44800,Petrol,Individual,Manual,Second Owner
1493,Hyundai Santro Xing,Hyundai,2006,100000,40000,Petrol,Individual,Manual,Second Owner
1494,Maruti Omni MPI,Maruti,2014,150000,120000,Petrol,Individual,Manual,Third Owner
1495,Tata Indica Vista,Tata,2011,149000,10000,Diesel,Individual,Manual,Second Owner
1496,Tata Indica Vista,Tata,2011,160000,80000,Diesel,Individual,Manual,Second Owner
1497,Datsun GO Plus,Datsun,2018,434999,10000,Petrol,Individual,Manual,First Owner
1498,Mahindra XUV500 W8,Mahindra,2014,800000,156000,Diesel,Individual,Manual,First Owner
1499,Toyota Innova 2.5,Toyota,2010,819999,120000,Diesel,Individual,Manual,Second Owner
1500,Maruti Baleno Vxi,Maruti,2007,163000,100000,Petrol,Individual,Manual,Second Owner
1501,Mercedes-Benz E-Class 220,Mercedes-Benz,2001,350000,100000,Diesel,Individual,Manual,Second Owner
1502,Tata Indica GLS,Tata,2006,75000,100000,Petrol,Individual,Manual,Second Owner
1503,Maruti Alto LXi,Maruti,2012,180000,60000,Petrol,Individual,Manual,Second Owner
1504,Ford Figo Aspire,Ford,2017,675000,30000,Diesel,Individual,Manual,First Owner
1505,Maruti Swift VDI,Maruti,2013,400000,170000,Diesel,Individual,Manual,First Owner
1506,Volkswagen Polo Diesel,Volkswagen,2013,434999,100000,Diesel,Individual,Manual,Second Owner
1507,Tata Indigo GLX,Tata,2006,100000,110000,Petrol,Individual,Manual,Second Owner
1508,Maruti Swift Dzire,Maruti,2015,419000,170000,Diesel,Individual,Manual,Second Owner
1509,Tata Indica GLS,Tata,2009,200000,100000,Petrol,Individual,Manual,First Owner
1510,Renault Scala Diesel,Renault,2014,400000,35000,Diesel,Individual,Manual,First Owner
1511,Ford EcoSport 1.5,Ford,2018,790000,40000,Diesel,Individual,Manual,Second Owner
1512,Renault Duster 85PS,Renault,2015,500000,90000,Diesel,Individual,Manual,Second Owner
1513,Skoda Rapid 1.6,Skoda,2012,275000,120000,Diesel,Individual,Manual,Second Owner
1514,Hyundai i20 1.4,Hyundai,2012,450000,120000,Diesel,Individual,Manual,Second Owner
1515,Mahindra XUV500 W11,Mahindra,2020,1400000,25000,Diesel,Dealer,Manual,First Owner
1516,Renault Duster 110PS,Renault,2015,800000,15000,Diesel,Individual,Manual,First Owner
1517,Maruti Wagon R,Maruti,2014,315000,41000,Petrol,Dealer,Manual,First Owner
1518,Maruti Baleno Alpha,Maruti,2019,700000,16000,Petrol,Individual,Manual,First Owner
1519,Mahindra Bolero SLX,Mahindra,2016,585000,51000,Diesel,Dealer,Manual,First Owner
1520,Chevrolet Sail 1.2,Chevrolet,2014,350000,30000,Petrol,Individual,Manual,First Owner
1521,Honda City i-DTEC,Honda,2014,495000,80000,Diesel,Dealer,Manual,First Owner
1522,Hyundai Grand i10,Hyundai,2017,500000,50000,Petrol,Individual,Manual,First Owner
1523,Hyundai Grand i10,Hyundai,2013,345000,44000,Petrol,Dealer,Manual,First Owner
1524,Maruti Baleno Sigma,Maruti,2015,500000,10000,Petrol,Individual,Manual,First Owner
1525,Maruti Wagon R,Maruti,2016,360000,33000,Petrol,Dealer,Manual,First Owner
1526,Maruti Alto LXi,Maruti,2010,210000,25000,Petrol,Individual,Manual,First Owner
1527,Maruti Alto K10,Maruti,2014,220000,66000,Petrol,Dealer,Manual,First Owner
1528,Chevrolet Aveo 1.4,Chevrolet,2009,250000,48000,Petrol,Individual,Manual,First Owner
1529,Toyota Innova 2.5,Toyota,2016,990000,146000,Diesel,Dealer,Manual,First Owner
1530,Mahindra Quanto C4,Mahindra,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner
1531,Jaguar XF 3.0,Jaguar,2012,1800000,50000,Diesel,Individual,Automatic,Second Owner
1532,Honda City i,Honda,2014,530000,50000,Petrol,Individual,Manual,First Owner
1533,Maruti Baleno Alpha,Maruti,2016,575000,50000,Diesel,Individual,Manual,First Owner
1534,Mahindra Xylo E4,Mahindra,2012,400000,99000,Diesel,Dealer,Manual,First Owner
1535,Honda Mobilio S,Honda,2016,680000,50000,Diesel,Individual,Manual,First Owner
1536,Hyundai Santa Fe,Hyundai,2014,1000000,80000,Diesel,Individual,Automatic,First Owner
1537,Maruti Alto 800,Maruti,2016,260000,45000,Petrol,Individual,Manual,Second Owner
1538,Tata Manza Aura,Tata,2010,150000,50000,Petrol,Individual,Manual,Second Owner
1539,Maruti Alto LXi,Maruti,2008,180000,70000,Petrol,Individual,Manual,Third Owner
1540,Force One EX,Force,2014,346000,37516,Diesel,Individual,Manual,First Owner
1541,Mahindra Xylo D2,Mahindra,2015,450000,20000,Diesel,Individual,Manual,First Owner
1542,Hyundai Grand i10,Hyundai,2019,500000,5000,Petrol,Individual,Manual,First Owner
1543,Hyundai Grand i10,Hyundai,2019,700000,8000,Diesel,Individual,Manual,First Owner
1544,Maruti Alto 800,Maruti,2019,280000,25880,Petrol,Individual,Manual,First Owner
1545,Hyundai Santro Magna,Hyundai,2019,475000,10000,Petrol,Individual,Automatic,First Owner
1546,Maruti Swift Dzire,Maruti,2009,300000,50000,Diesel,Individual,Manual,First Owner
1547,Maruti Alto K10,Maruti,2014,200999,40000,Petrol,Individual,Manual,First Owner
1548,Skoda Laura 1.9,Skoda,2009,200000,100000,Diesel,Individual,Manual,Third Owner
1549,Chevrolet Aveo U-VA,Chevrolet,2009,210000,80000,Petrol,Individual,Manual,Second Owner
1550,Tata Indigo LS,Tata,2012,160000,110000,Diesel,Individual,Manual,First Owner
1551,Hyundai Verna CRDi,Hyundai,2009,175000,136000,Diesel,Individual,Manual,Second Owner
1552,Tata New Safari,Tata,2012,320000,80000,Diesel,Individual,Manual,First Owner
1553,Maruti Alto LXi,Maruti,2009,110000,50000,Petrol,Individual,Manual,Second Owner
1554,Maruti Wagon R,Maruti,2008,300000,30000,Petrol,Individual,Manual,First Owner
1555,Honda City V,Honda,2012,700000,10000,Petrol,Individual,Manual,First Owner
1556,Tata Indica Vista,Tata,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
1557,Mahindra Bolero Power,Mahindra,2015,500000,110000,Diesel,Individual,Manual,First Owner
1558,Mahindra Scorpio VLX,Mahindra,2012,550000,120000,Diesel,Individual,Manual,Second Owner
1559,Toyota Innova 2.5,Toyota,2014,1050000,90000,Diesel,Individual,Manual,Third Owner
1560,Honda City i,Honda,2016,500000,20000,Petrol,Individual,Manual,First Owner
1561,Maruti Ritz VDi,Maruti,2011,180000,90000,Diesel,Individual,Manual,Second Owner
1562,Hyundai Santro Xing,Hyundai,2010,170000,50000,Petrol,Individual,Manual,Second Owner
1563,Honda Brio 1.2,Honda,2019,484999,9000,Petrol,Individual,Manual,First Owner
1564,Maruti A-Star Vxi,Maruti,2011,150000,70000,Petrol,Individual,Manual,Second Owner
1565,Maruti Alto K10,Maruti,2018,380000,25000,Petrol,Individual,Manual,First Owner
1566,Hyundai Santro Sportz,Hyundai,2019,480000,10000,Petrol,Individual,Manual,First Owner
1567,Tata Indica Vista,Tata,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
1568,Volkswagen Polo Diesel,Volkswagen,2011,290000,60000,Diesel,Individual,Manual,Second Owner
1569,Fiat Linea Dynamic,Fiat,2013,350000,70000,Petrol,Individual,Manual,First Owner
1570,Maruti Alto 800,Maruti,2014,110000,25000,Petrol,Individual,Manual,First Owner
1571,Hyundai Santro LE,Hyundai,2003,70000,80000,Petrol,Individual,Manual,Third Owner
1572,Volkswagen Vento Petrol,Volkswagen,2011,300000,70000,Petrol,Individual,Automatic,Third Owner
1573,Maruti Alto 800,Maruti,2017,180000,60000,Petrol,Individual,Manual,First Owner
1574,Renault KWID RXL,Renault,2020,300000,20000,Petrol,Individual,Manual,First Owner
